Serial No.,DeviceId,StartTime,spd_bn,po_name,po_code,Newpo_code,spd_res_name,spd_vill,vill_tow_name,near_place,po_pri_nu,spd_emu_info,enu_name,enu_code,sup_name,sup_code,gp_inf_cons,disp_info_cons,now_name,gp_start,gp_part1,q1,q2,q3,q4,q5,q6,gp_part1_ter1,gp_part2,q9,q9_1,q10,q11,q12,q12_1,q12_oth,q13,gp_part3,q14,q15,q16,spd_q17,q17,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,gp_part4,q18,q18_oth,q19,q20,q20_oth,q21,q22,q23,spd_24,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q25,q26,gp_part5,q27,q28,q29,q30,q31,q32,gp_part6,q33,q34,q35,q36,gp_part7,q37,q37_oth,q38,q39,q39_oth,q40,q40_oth,q41,q42,q43,gp_part8,p8,flr1,flr2,flr3,gp_part9,q44,q44_oth,q45,q45_oth,q46,q46_oth,q47,spd_q48,q48_disp,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q48_23,q48_24,gp_part9a,part9a_q51,part9a_q52,part9a_q53,gp_part9b,part9b_q51,part9b_q52,part9b_q53,resut,KEY,PARENT_KEY,KEY-data
1090,8.69E+14,2019-05-01T13:19:02.253+05:30,,Tilha Dharamshala ramsagar road,172,172,,,Bahuar chura,Tilha Dharamshala,12,,Ghanshyam Tiwari,3,Robin,1,,,1,,,1,1,1,1,1,1,,,30,30,1,2,59,59,,12,,2,1,2,,,3,2,3,3,3,1,3,1,,4,,2,2,,2,3,1,,,3,2,2,2,2,3,1,2,,2,1,5,2,2,1,,99,99,99,99,,1,,2,1,,1,,4,1,2,,1,,,,,1,,3,,1,,3,,,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,,1,2,1,,,,,1,data[1090]/data[1],data[1090],data[1090]/data
1091,8.69E+14,2019-05-01T09:13:18.365+05:30,,Survey house red kothi gaya,161,161,,,A P COLONY,Dr L P Singh ke nikat,1,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,48,48,1,2,19,19,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,1 3,,2,8 9,,2,1,1,,,1,2,2,2,2,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,4,1,1,,3,,,,,1,,26,,4,,3,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,,,,,,,,,1,data[1091]/data[1],data[1091],data[1091]/data
1092,8.69E+14,2019-05-01T09:36:27.838+05:30,,Survey house red kothi gaya,161,161,,,A.P Calony,Dr L P Singh ke nikat,2,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,25,25,1,1,19,19,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,3,,2,9,,2,1,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,3,,1,1,1,2,,1,,1,4,,1,,4,1,1,,1,,,,,1,,26,,4,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,,2,2,1,,,,,1,data[1092]/data[1],data[1092],data[1092]/data
1093,8.69E+14,2019-05-01T09:55:01.721+05:30,,Survey house red kothi gaya,161,161,,,A.P Calony,Dr LP Singh ke nikat,3,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,24,24,1,1,19,19,,12,,4,1,1,,,3,3,3,3,3,1,3,3,,3 4,,2,8 9,,2,1,1,,,1,1,2,1,1,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,2,2,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,,,,,,2,2,1,1,data[1093]/data[1],data[1093],data[1093]/data
1094,8.69E+14,2019-05-01T10:52:08.359+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Bank of India ke nikat,4,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,48,48,1,2,19,19,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,1 3,,2,5,,2,1,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,3,,1,2,1,99,,4,,1,4,,1,,4,1,1,,3,,,,,1,,10,,4,,3,,,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,,,,,,,,,1,data[1094]/data[1],data[1094],data[1094]/data
1095,8.69E+14,2019-05-01T11:48:20.266+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Bank of India ke nikat,5,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,12,,4,1,1,,,3,3,3,3,3,1,3,3,,3,,1,7,,1,1,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,3,1,,1,,3,1,1,,1,,,,,1,,8,,4,,3,,,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,,99,2,1,,,,,1,data[1095]/data[1],data[1095],data[1095]/data
1096,8.69E+14,2019-05-01T12:11:43.914+05:30,,Survey house red kothi gaya,161,161,,,A. P Calony,Bank of India,6,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,48,48,1,2,19,19,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,1 2,,2,8,,2,1,1,,,1,2,98,1,2,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,2,,,,,1,,4,,1,,3,,,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,,,,,,2,2,2,1,data[1096]/data[1],data[1096],data[1096]/data
1097,8.69E+14,2019-05-01T12:40:47.443+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Bank of India se Uttar,7,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,53,53,1,2,19,19,,13,,4,2,2,,,3,3,3,3,3,1,3,3,,13,,2,9,,1,1,1,,,1,2,98,1,1,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,4,,1,,3,,,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,,,,,,,,,1,data[1097]/data[1],data[1097],data[1097]/data
1098,8.69E+14,2019-05-01T13:01:49.529+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Bank of India se uttar,8,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,48,48,1,2,19,19,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,2,,2,9,,2,1,1,,,1,2,3,1,2,1,1,2,,2,1,5,2,2,3,,2,1,1,2,,1,,1,1,,1,,4,1,1,,1,,,,,1,,4,,1,,3,,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,,2,2,1,,,,,1,data[1098]/data[1],data[1098],data[1098]/data
1099,8.69E+14,2019-05-01T13:43:41.286+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Bank of India ke nikat,9,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,55,55,1,2,19,19,,13,,4,2,2,,,3,3,2,3,3,1,3,3,,2,,2,6,,2,2,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,4,1,1,,2,,,,,1,,3,,1,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,,,,,,2,2,2,1,data[1099]/data[1],data[1099],data[1099]/data
1100,8.69E+14,2019-05-01T14:06:39.267+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Aasha Sinha more se dakhin,10,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,1,1,3,3,3,1,3,3,,13,,1,9,,2,1,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,98,,1,2,1,2,,1,,1,4,,2,,3,2,2,,3,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,,,,,,,,,1,data[1100]/data[1],data[1100],data[1100]/data
1101,8.69E+14,2019-05-01T14:23:28.464+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Aasha Sinha  more se dakhin,11,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,12,,4,2,2,,,3,3,3,3,3,1,3,3,,3,,2,9,,2,1,1,,,1,2,2,1,2,1,1,2,,2,1,5,2,2,98,,1,2,1,2,,2,,1,2,,2,,3,2,2,,1,,,,,1,,22,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,,2,2,1,,,,,1,data[1101]/data[1],data[1101],data[1101]/data
1102,8.69E+14,2019-05-01T14:44:08.210+05:30,,Survey house red kothi gaya,161,161,,,A P Calony,Aasha Sinha more ke nikat,12,,Rajesh Kumar 2,14,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,22,22,1,1,19,19,,2,,4,1,2,,,1,3,3,3,3,1,3,3,,3,,2,9,,2,1,1,,,1,2,2,1,2,1,1,2,,2,1,4,3,98,5,,1,2,1,2,,2,,1,2,,2,,2,2,2,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,,,,,,3,2,2,1,data[1102]/data[1],data[1102],data[1102]/data
1103,8.69E+14,2019-05-01T08:19:02.165+05:30,,Parathmick school pharpur,160,160,,,Paharpur,Devi mandir,1,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,1,59,59,,12,,5,1,2,,,3,3,3,3,3,1,3,3,,2 3,,1,9,,2,2,1,,,1,2,2,1,2,2,5,3,,2,1,98,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,1,1,,3,,,,,1,,999,Pal g,4,,2,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,,,,1,data[1103]/data[1],data[1103],data[1103]/data
1104,8.69E+14,2019-05-01T08:54:58.916+05:30,,Prathmic school parhpur,160,160,,,Paharpur,Devi mandir k just bagal m,2,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,2,999,999,Techer,12,,6,2,2,,,3,3,3,3,3,1,3,2,,2,,2,20,,4,4,,,,1,2,1,1,2,1,6,2,,2,98,5,2,2,3,,2,2,1,2,,4,,2,1,,1,,4,1,1,,1,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,1,99,99,,,,,1,data[1104]/data[1],data[1104],data[1104]/data
1105,8.69E+14,2019-05-01T09:15:03.744+05:30,,Prathmic school pharpur,160,160,,,Paharpur,Gov school k aage,3,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,1,59,59,,9,,6,1,2,,,3,3,3,3,3,1,3,1,,3,,3,20,,3,3,1,,,1,1,1,1,2,1,5,3,,2,1,5,2,2,3,,1,2,1,2,,4,,2,4,,1,,3,2,2,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,,,,,2,2,1,1,data[1105]/data[1],data[1105],data[1105]/data
1106,8.69E+14,2019-05-01T09:44:30.953+05:30,,Prathmic school pharpur,160,160,,,Pahrpur,Devi mandir ke just samne,4,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,1,59,59,,9,,6,2,2,,,3,3,3,3,3,1,3,2,,21,,4,9,,3,4,,,,1,3,2,1,2,1,3,3,,2,1,5,2,2,3,,2,2,1,2,,98,,,5,,1,,3,2,2,,3,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,,,,,,,,,1,data[1106]/data[1],data[1106],data[1106]/data
1107,8.69E+14,2019-05-01T10:25:58.129+05:30,,Prathmic vidyal phapur,160,160,,,Pahrpur,Devi sathan mandir samne,5,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,5,1,2,,,3,3,3,3,3,1,2,2,,21,,3,9,,3,4,,,,1,2,2,2,3,2,5,3,,2,1,5,2,2,1,,2,2,1,2,,3,,1,3,,1,,3,2,2,,1,,,,,1,,27,,2,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,99,2,1,,,,,1,data[1107]/data[1],data[1107],data[1107]/data
1108,8.69E+14,2019-05-01T10:47:42.429+05:30,,Parathmick school pharpur,160,160,,,Pharpur,Devi mandir aage,6,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,32,32,1,2,53,53,,3,,6,2,2,,,3,3,3,3,3,1,2,1,,21,,98,20,,4,3,1,,,1,1,1,1,3,2,4,4,,2,1,5,2,2,3,,99,99,1,99,,3,,2,3,,1,,3,1,1,,2,,,,,1,,8,,4,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,2,2,1,1,data[1108]/data[1],data[1108],data[1108]/data
1109,8.69E+14,2019-05-01T10:59:14.941+05:30,,Prathmic school pharpur,160,160,,,Pharpur,Pharupur,7,,Rahul kumar,7,Chandan kumar,1,,,1,,,1,1,1,1,1,2,,,18,18,1,1,59,59,,8,,4,1,2,,,3,2,3,3,3,1,3,2,,2,,2,9,,2,3,1,,,1,2,3,1,3,1,2,2,,2,3,98,2,2,98,,2,2,2,2,,98,,,4,,1,,4,2,2,,3,,,,,1,,27,,2,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,,,,,,,,1,data[1109]/data[1],data[1109],data[1109]/data
1110,8.69E+14,2019-05-01T11:36:00.286+05:30,,Parathmick vidyal pahrpur,160,160,,,Pharpur,Devi mandir k aage,8,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,11,,4,1,2,,,3,3,3,3,3,1,2,1,,2,,1,9,,2,3,2,,,1,1,2,2,1,1,3,3,,2,1,5,2,2,1,,2,2,1,1,,1,,2,3,,1,,3,1,2,,1,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,,2,2,1,,,,,1,data[1110]/data[1],data[1110],data[1110]/data
1111,8.69E+14,2019-05-01T11:47:57.288+05:30,,Prathmic vidyal pharpur,160,160,,,Pharpur,Pharpur,9,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,12,,5,1,1,,,3,3,2,3,3,1,1,2,,2,,2,9,,2,1,2,,,1,1,1,1,2,1,2,3,,2,1,5,3,2,3,,2,2,1,2,,3,,2,3,,1,,4,1,1,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,1,1,data[1111]/data[1],data[1111],data[1111]/data
1112,8.69E+14,2019-05-01T12:08:55.706+05:30,,Parathmick vidyal pharpuer,160,160,,,Pharpur,Devi mandie,10,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,35,35,1,2,26,26,,5,,6,2,2,,,3,3,3,3,3,1,2,2,,21,,4,5 8,,2,3,1,,,2,3,2,1,2,1,6,3,,2,1,5,2,2,3,,99,99,1,99,,99,,,3,,1,,3,1,1,,3,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1112]/data[1],data[1112],data[1112]/data
1113,8.69E+14,2019-05-01T12:17:53.764+05:30,,Prathmic vidyal pharpur,160,160,,,Pharpura,Ravidas tola,11,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,2,,,18,18,1,1,59,59,,7,,4,1,2,,,3,3,3,3,3,1,2,2,,3,,2,9,,2,1,2,,,1,1,1,1,2,1,4,3,,2,2,5,2,2,3,,2,2,1,2,,4,,2,5,,1,,3,2,2,,1,,,,,1,,27,,2,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,2,2,1,,,,,1,data[1113]/data[1],data[1113],data[1113]/data
1114,8.69E+14,2019-05-01T12:29:47.323+05:30,,Prathmic vidyal pharpur,160,160,,,Pharpur,Ravidash tolla,12,,Rahul kumar,7,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,4,1,2,,,3,3,3,3,3,1,3,2,,2 3,,2,8 9,,2,2,2,,,1,1,2,1,2,1,4,2,,2,1,5,2,2,3,,2,2,1,2,,5,,1,5,,1,,3,1,2,,2,,,,,1,,27,,2,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,,,,,2,2,1,1,data[1114]/data[1],data[1114],data[1114]/data
1115,8.69E+14,2019-05-01T08:30:38.742+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin  darwaja,Dr. R D Mishra,1,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,30,30,1,2,13,13,,13,,6,1,2,,,3,3,3,3,3,1,3,1,,1 2,,2,8 9,,1,2,2,,,1,2,2,1,2,1,4,3,,2,1,5,2,2,3,,1,1,1,99,,1,,1,1,,1,,4,1,1,,3,,,,,1,,1,,1,,3,,,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,,,,,,,,,1,data[1115]/data[1],data[1115],data[1115]/data
1116,8.69E+14,2019-05-01T09:28:49.116+05:30,,Maharani ahilyabai bhaban daya bhag,218,215,,,Dakhin darwaja,Dr. R D Mishra,2,,Pankaj Kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,6,1,2,,,3,3,3,3,2,1,3,1,,3,,2,8 9,,2,1,2,,,1,2,2,1,2,1,4,3,,2,1,5,2,2,98,,1,1,1,2,,4,,3,4,,1,,4,1,1,,1,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[1116]/data[1],data[1116],data[1116]/data
1117,8.69E+14,2019-05-01T09:45:08.798+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,3,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,30,30,1,1,60,60,,12,,6,1,2,,,1,2,3,3,2,1,3,1,,1,,2,9,,1,1,2,,,1,2,2,2,2,2,1,4,,2,1,5,2,2,98,,1,1,1,2,,4,,1,4,,1,,3,1,1,,2,,,,,1,,9,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1117]/data[1],data[1117],data[1117]/data
1118,8.69E+14,2019-05-01T10:13:39.730+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Medical store,4,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,24,24,,5,,4,1,2,,,1,1,2,2,1,1,3,1,,21,,2,8,,1,2,2,,,1,2,2,1,3,1,4,2,,2,1,5,98,2,98,,1,2,1,2,,4,,3,1,,1,,3,1,1,,3,,,,,1,,36,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1118]/data[1],data[1118],data[1118]/data
1119,8.69E+14,2019-05-01T10:35:11.504+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Gaya hospital gali,5,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,21,21,2,1,59,59,,11,,5,1,2,,,3,3,3,3,3,1,3,1,,1,,2,5 9,,2,1,2,,,2,1,2,1,2,1,1,3,,2,4,5,2,2,98,,1,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,12,,4,,3,,,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,,99,2,2,,,,,1,data[1119]/data[1],data[1119],data[1119]/data
1120,8.69E+14,2019-05-01T11:07:32.755+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Gaya hospital gali,6,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,52,52,1,2,2,2,,12,,6,1,2,,,3,3,3,3,3,1,3,1,,1 4,,2,1 8,,2,1,2,,,1,2,2,1,3,1,1,4,,2,1,5,2,2,3,,1,1,1,2,,1,,3,1,,1,,3,1,1,,2,,,,,1,,999,Murmur,2,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,,,,,,2,2,1,1,data[1120]/data[1],data[1120],data[1120]/data
1121,8.69E+14,2019-05-01T11:25:42.629+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Nothing,7,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,2,2,63,63,,9,,6,2,2,,,1,1,2,2,2,1,3,1,,1 4,,2,5 9,,2,1,2,,,1,3,2,2,2,2,5,3,,2,1,5,2,2,98,,2,1,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,1,,1,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1121]/data[1],data[1121],data[1121]/data
1122,8.69E+14,2019-05-01T11:43:06.805+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,8,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,28,28,1,2,39,39,,9,,4,1,2,,,3,3,3,2,2,1,3,1,,4,,2,5 9,,2,1,2,,,1,2,2,1,2,1,4,3,,2,1,5,2,2,98,,1,1,1,2,,1,,1,4,,1,,4,1,1,,1,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,2,2,2,,,,,1,data[1122]/data[1],data[1122],data[1122]/data
1123,8.69E+14,2019-05-01T12:12:54.559+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,10,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,33,33,2,2,63,63,,12,,4,2,2,,,3,1,2,2,2,1,3,1,,3,,2,5 9,,2,1,2,,,1,3,2,1,2,2,1,4,,2,1,5,98,98,98,,1,1,2,2,,1,,1,1,,1,,4,2,2,,2,,,,,1,,12,,1,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1123]/data[1],data[1123],data[1123]/data
1124,8.69E+14,2019-05-01T12:37:37.855+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,9,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,40,40,1,2,60,60,,12,,5,1,2,,,3,1,2,1,2,1,3,1,,2,,2,9,,2,1,3,,,1,2,2,1,2,2,4,4,,2,1,5,2,2,1,,1,1,1,2,,2,,1,3,,1,,3,1,1,,2,,,,,1,,4,,1,,3,,,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1124]/data[1],data[1124],data[1124]/data
1125,8.69E+14,2019-05-01T18:33:21.922+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,11,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,45,45,2,2,63,63,,12,,4,2,2,,,2,1,3,2,3,1,3,1,,1,,2,5 9,,2,1,2,,,1,3,2,2,2,2,4,4,,2,1,5,2,2,98,,1,2,1,2,,1,,2,1,,1,,3,1,1,,1,,,,,1,,999,Lala,1,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,,2,2,1,,,,,1,data[1125]/data[1],data[1125],data[1125]/data
1126,8.69E+14,2019-05-01T18:50:23.820+05:30,,Maharani ahilyabai bhaban daya bhag,215,215,,,Dakhin darwaja,Kirana store,12,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,12,,6,1,1,,,3,2,3,3,3,1,3,2,,1 4,,2,1 6,,2,1,1,,,1,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,1,1,,2,,,,,1,,999,Chaurasia,4,,3,,,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,,,,,,2,2,1,1,data[1126]/data[1],data[1126],data[1126]/data
1127,8.69E+14,2019-05-01T10:05:51.890+05:30,,Tilha Dharamshala road,171,171,,,Brahmani ghat,Surya Mandir,2,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,13,,1,13,,1,1,2,,,1,2,1,1,1,2,1,1,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,1,,,,,1,,23,,4,,3,,,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,,99,99,99,,,,,1,data[1127]/data[1],data[1127],data[1127]/data
1128,8.69E+14,2019-05-01T10:24:28.482+05:30,,Tilha Dharamshal ramsagar road,171,171,,,Brahmani ghat,Surya Mandir,3,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,24,24,1,2,60,60,,12,,3,1,2,,,3,3,3,3,3,1,3,1,,14,,1,16,,1,1,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,2,,,,,1,,3,,1,,3,,,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,,,,,,99,99,99,1,data[1128]/data[1],data[1128],data[1128]/data
1129,8.69E+14,2019-05-01T10:42:32.048+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Surya Mandir,4,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,7,,1,5,,1,1,3,,,1,1,1,1,2,2,2,2,,2,1,5,2,2,1,,2,2,99,99,,2,,1,2,,2,,2,1,2,,2,,,,,1,,9,,2,,2,,,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,,,,,,99,99,99,1,data[1129]/data[1],data[1129],data[1129]/data
